cpu,file_rate,ext_flag,label
41.7022004702574,72.0324493442158,0.011437481734488664,1
30.233257263183976,14.675589081711305,9.233859476879779,0
18.62602113776709,34.556072704304775,39.67674742306699,0
53.88167340033569,41.91945144032948,68.52195003967594,0
20.445224973151742,87.81174363909454,2.7387593197926163,1
67.04675101784022,41.730480236712694,55.868982844575164,0
14.038693859523377,19.81014890848788,80.07445686755366,0
96.82615757193975,31.342417815924286,69.23226156693141,1
87.63891522960382,89.46066635038473,8.504421136977792,1
3.905478323288236,16.98304195645689,87.8142503429413,0
9.83468338330501,42.11076250050522,95.7889530150502,0
53.316528497301704,69.18771139504733,31.551563100606295,1
68.65009276815837,83.46256718973729,1.8288277344191806,1
75.01443149449675,98.88610889064947,74.81656543798394,1
28.044399206440517,78.92793284514885,10.322600657764202,1
44.78935261759052,90.85955030930955,29.36141483736795,1
28.777533858634875,13.002857211827767,1.9366957870297075,0
67.8835532939891,21.162811600005902,26.554665937222623,0
49.15731592803383,5.336254511708038,57.411760549201304,0
14.672857490581015,58.93055369032842,69.97583600209312,1
10.233442882782583,41.40559878195683,69.44001577277452,0
41.417926952690266,4.995345894608716,53.58964059155116,0
66.37946452197887,51.48891120583086,94.45947559908133,1
58.65550405019929,90.34019152878835,13.747470414623752,1
13.927634725075855,80.73912887095238,39.767683698553355,1
16.53541971169328,92.75085803960339,34.776585974550656,1
75.08121031361556,72.59979853504515,88.33060912058099,1
62.36722070556089,75.09424340273372,34.88983419778425,1
26.99278917650261,89.58862181960669,42.809118987129494,1
96.48400471483856,66.3441497818448,62.16957202091218,1
11.474597295337519,94.94892587070713,44.991213347994055,1
57.83896143871318,40.81368027612812,23.70269802430277,0
90.33795205622538,57.36794866722859,0.287032703115897,1
61.71449136207239,32.664490177209615,52.70581022576093,0
88.59420993107744,35.72697600024998,90.85351509197992,1
62.33601157918027,1.5821242846556283,92.94372337437613,0
69.0896917516924,99.73228504514805,17.234050834532855,1
13.713574962887776,93.25954630371636,69.68181614899002,1
6.600017272206249,75.54630526024664,75.38761884612464,1
92.30245355464834,71.15247586284717,12.42709619721647,1
1.9880133839795588,2.621098687771928,2.8306488020794607,0
24.62110676030459,86.0027948682888,53.883106434165285,1
55.28219786857659,84.20308923596058,12.417331511991115,1
27.91836790111395,58.575927145828786,96.95957483196746,1
56.10302192557099,1.8647289372943021,80.06326726806164,0
23.297427384102043,80.71051956187792,38.786064406417175,1
86.35418545594287,74.71216427371846,55.62402339904189,1
13.645522566068502,5.991768951221166,12.134345574073734,0
4.455187854476172,10.74941291060929,22.57093386078547,0
71.29889803826767,55.97169820541424,1.2555980159115854,1
7.197427968948677,96.7276330000272,56.81004619199421,1
20.329323466099048,25.232574457032342,74.3825854075093,0
19.542948110931878,58.135892727325775,97.00199890883124,1
84.68288014900352,23.984775914758615,49.376971426873,1
61.99557183813798,82.89808995501787,15.679139464608427,1
1.8576202177409518,7.002214371922233,48.63451109370318,0
60.63294616533304,56.88514370864814,31.736240932216077,1
98.8616154412449,57.97452192457969,38.01411726235504,1
55.09482191178968,74.53344309065021,66.92328934531847,1
26.491955766280938,6.633483442844157,37.00841979141063,0
62.97175070215645,21.01740099148396,75.27555537388139,0
6.653648135411494,26.031509857854097,80.47545637433454,0
19.343428262332772,63.94608808799401,52.46703091237337,1
92.48079703993507,26.329677048711098,6.596109068402378,1
73.50659632886695,77.21780295432468,90.7815852503524,1
93.19720691968372,1.3951572975597015,23.43620861214205,1
61.67783570016576,94.90163206876164,95.01761192470796,1
55.66531881951564,91.56063497662745,64.15662089463375,1
39.00077141412462,48.59906670969097,60.43104829199733,0
54.95479215085626,92.61814267064537,91.8733435633606,1
39.48756129235549,96.32625284407118,17.395566668046435,1
12.632951943963732,13.507915804673132,50.56621656768967,0
2.152480527419798,94.7970211217681,82.71154711707325,1
1.5018980742122379,17.619625557505525,33.206357436683696,0
13.099684481091689,80.9490692126582,34.47366526832935,1
94.01074823333671,58.201417994708,87.8831984411844,1
84.47344453922219,90.53923187086492,45.9880265816807,1
54.634681602037325,79.86035911520393,28.571885173414756,1
49.02535226199277,59.911030764587835,1.5533275550835723,1
59.34814081966372,43.36763489894583,80.73605288848414,0
31.524480309537296,89.28887085251513,57.78572152845355,1
18.401020162746505,78.79292338255043,61.203117704493394,1
5.390927207375295,42.019368000113225,67.90688365654296,0
91.86017779775258,0.04020248913574331,97.67591490310596,1
37.65803147457745,97.37835383583226,60.4716100974053,1
82.8845807980693,57.47115047081023,62.80761983073504,1
28.557628169569394,58.68333406560829,75.002176370266,1
85.83138364290423,75.50821884676802,69.80572484473029,1
86.44794300545998,32.26809968367464,67.07887907875872,1
45.08739364133491,38.210275203151724,41.08113499221856,0
40.14795834695406,31.73839459582769,62.19193679203015,0
43.02472708212643,97.38020779272523,67.78008914343111,1
19.856988842711086,42.67010093480328,34.334623977442305,0
79.76388039585666,87.99982885634317,90.38419558263719,1
66.27198123752622,27.02082620297578,25.236670150458973,0
85.48979426974024,52.77146463087467,80.2161084004598,1
57.24885171916063,73.31425252875111,51.90116274640558,1
77.0883910501888,56.885799070471556,46.570987859198084,1
34.268890795328176,6.820934841670412,37.79241793280998,0
7.962607769825237,98.2817113730445,18.161285133076376,1
